movieId,title,genres,description,image,year
104243,Riddick,Action|Sci-Fi|Thriller|IMAX,"Left for dead on a sun-scorched planet, Riddick finds himself up against an alien race of predators. Activating an emergency beacon alerts two ships: one carrying a new breed of mercenary, t... Read all",https://m.media-amazon.com/images/M/MV5BMTk5NzYwMzQ4MV5BMl5BanBnXkFtZTcwMjE5MTI1OQ@@._V1_.jpg,2013
104245,Planes,Adventure|Animation|Comedy,A cropdusting plane with a fear of heights lives his dream of competing in a famous around-the-world aerial race.,https://m.media-amazon.com/images/M/MV5BMjAwODc5NzYzOF5BMl5BanBnXkFtZTcwNTk4MjEzOQ@@._V1_.jpg,2013
104272,Blackfish,Documentary,"A documentary following the controversial captivity of killer whales, and its dangers for both humans and whales.",https://m.media-amazon.com/images/M/MV5BNTkyNTkwMzkxMl5BMl5BanBnXkFtZTcwMzAwOTE2OQ@@._V1_.jpg,2013
104283,"Wind Rises, The (Kaze tachinu)",Animation|Drama|Romance,"Jiro Horikoshi studies assiduously to fulfill his aim of becoming an aeronautical engineer. As WWII begins, fighter aircraft designed by him end up getting used by the Japanese Empire agains... Read all",https://m.media-amazon.com/images/M/MV5BMTU4NDg0MzkzNV5BMl5BanBnXkFtZTgwODA3Mzc1MDE@._V1_.jpg,2013
104303,Jobs,Drama,The story of Steve Jobs' ascension from college dropout into one of the most revered creative entrepreneurs of the 20th century.,https://m.media-amazon.com/images/M/MV5BMTM5NTQ3MTYxN15BMl5BanBnXkFtZTcwODE2Nzk3OQ@@._V1_.jpg,2013
104337,Lee Daniels' The Butler,Drama,"As Cecil Gaines serves eight presidents during his tenure as a butler at the White House, the civil rights movement, Vietnam, and other major events affect this man's life, family, and Ameri... Read all",https://m.media-amazon.com/images/M/MV5BMjM2NDY3MjkyMF5BMl5BanBnXkFtZTcwMDM5Nzg5OQ@@._V1_.jpg,2013
104339,In a World...,Comedy,An underachieving voice coach finds herself competing in the movie trailer voice-over profession against her arrogant father and his protégé.,https://m.media-amazon.com/images/M/MV5BMTU0NzE0Mzg3M15BMl5BanBnXkFtZTcwNzY2MDY3OQ@@._V1_.jpg,2013
104374,About Time,Drama|Fantasy|Romance,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns ou... Read all",https://m.media-amazon.com/images/M/MV5BMTA1ODUzMDA3NzFeQTJeQWpwZ15BbWU3MDgxMTYxNTk@._V1_.jpg,2013
104419,Justice League: Crisis on Two Earths,Action|Animation|Sci-Fi,A good version of Lex Luthor from a parallel Earth comes to the Justice League's dimension for help to fight their evil counterparts.,https://m.media-amazon.com/images/M/MV5BMzg0ODZjNjUtNmVhZi00NTYxLWExNWMtMWI3MDFiMjhiNjc2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,2010
104457,You're Next,Horror|Thriller,"When the Davison family comes under attack during their wedding anniversary getaway, the gang of mysterious killers soon learns that one of the victims harbors a secret talent for fighting b... Read all",https://m.media-amazon.com/images/M/MV5BMTQwODAxMTE1NF5BMl5BanBnXkFtZTcwNTQ0MjY3OQ@@._V1_.jpg,2011
104644,Maria Bamford: The Special Special Special!,Comedy,"Spend an intimate evening with Maria Bamford in her cozy 'shot-at-home' comedy special. Gleeful, thrilling, and oh so awkward Maria gets snug with her two person audience consisting of only ... Read all",https://m.media-amazon.com/images/M/MV5BMjM0MjEyMjM0OF5BMl5BanBnXkFtZTcwMDQ3NzQxOQ@@._V1_.jpg,2012
104760,Getaway,Action|Crime,"To save his kidnapped wife, Brent Magna must drive at the orders of a mysterious man.",https://m.media-amazon.com/images/M/MV5BMTM5NTkzNzk0NF5BMl5BanBnXkFtZTcwMTQwNjE5OQ@@._V1_.jpg,2013
104780,"Mystery of the Third Planet, The (Tayna tretey planety)",Adventure|Animation|Sci-Fi,"Zoologist professor Steel, his small daughter Christine and captain Green leave Earth in search for rare space animals. The journey turns into adventurous and dangerous mission involving spa... Read all",https://m.media-amazon.com/images/M/MV5BOTFiNzk3M2UtNjZjNC00ZDU5LTk3ZmMtODljNmMzYmVhN2VhXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_.jpg,1981
104837,Rage of Honor,Action|Crime,"Tanaka, a DEA agent, and his partner Ray are after a bunch of drug dealers. But they are betrayed by an insider and Ray is killed. Tanaka follows the culprit, a sadistic drug lord, down to A... Read all",https://m.media-amazon.com/images/M/MV5BYjBmOTI0NjAtZTVjZS00ODU1LWI1ZWEtZmQwYjc0OWM5YjBhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,1987
104841,Gravity,Action|Sci-Fi|IMAX,"Dr Ryan Stone, an engineer on her first time on a space mission, and Matt Kowalski, an astronaut on his final expedition, have to survive in space after they are hit by debris while spacewal... Read all",https://m.media-amazon.com/images/M/MV5BNjE5MzYwMzYxMF5BMl5BanBnXkFtZTcwOTk4MTk0OQ@@._V1_.jpg,2013
104863,What If,Comedy|Drama|Romance,"Wallace, who is burned out from a string of failed relationships, forms an instant bond with Chantry, who lives with her longtime boyfriend. Together, they puzzle out what it means if your b... Read all",https://m.media-amazon.com/images/M/MV5BMTcyODc4Njg4OF5BMl5BanBnXkFtZTgwNDIwNDA4MTE@._V1_.jpg,2013
104875,"History of Future Folk, The",Adventure|Comedy|Musical|Sci-Fi,"The possibly exaggerated origin story of the real life alien bluegrass band, Future Folk, that has been playing for NYC audiences for the better part of a decade.",https://m.media-amazon.com/images/M/MV5BNzA3MDI3MzAxMl5BMl5BanBnXkFtZTcwNDY2Mjc0OQ@@._V1_.jpg,2012
104879,Prisoners,Drama|Mystery|Thriller,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_.jpg,2013
104906,Austenland,Comedy|Romance,"Obsessed with Pride and Prejudice (1995), a woman travels to a Jane Austen theme park in search for her perfect gentleman.",https://m.media-amazon.com/images/M/MV5BMjE2MTUzMjgyNF5BMl5BanBnXkFtZTcwNjY4NDM4OQ@@._V1_.jpg,2013
104908,Insidious: Chapter 2,Horror|Thriller,"The Lamberts believe that they have defeated the spirits that have haunted their family, but they soon discover that evil is not beaten so easily.",https://m.media-amazon.com/images/M/MV5BMTg0OTA5ODIxNF5BMl5BanBnXkFtZTcwNTUzNDg4OQ@@._V1_.jpg,2013
104913,Rush,Action|Drama,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,https://m.media-amazon.com/images/M/MV5BOWEwODJmZDItYTNmZC00OGM4LThlNDktOTQzZjIzMGQxODA4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,2013
104925,"Family, The",Action|Comedy|Crime,"The Manzoni family, a notorious Mafia clan, is relocated to Normandy, France, under the Witness Protection Program, where fitting in soon becomes challenging as their old habits die hard.",https://m.media-amazon.com/images/M/MV5BMjE2MzI0MzkyNV5BMl5BanBnXkFtZTcwMjQ2MDM2OQ@@._V1_.jpg,2013
104944,Short Term 12,Drama,A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.,https://m.media-amazon.com/images/M/MV5BNzQ1MjQzMzM3OF5BMl5BanBnXkFtZTcwMzg3NzQ3OQ@@._V1_.jpg,2013
105020,Collision Course,Action|Comedy|Thriller,A Japanese investigator (Morita) and a Detroit cop (Leno) team up to track down a stolen prototype turbocharger.,https://m.media-amazon.com/images/M/MV5BMmE3ZDlkMWQtODE2MC00NDJjLTgwYmEtMTFjZThlMDIxZDNhXkEyXkFqcGdeQXVyMjAxMjEzNzU@._V1_.jpg,1989
105037,"To Do List, The",Comedy,"Feeling pressured to become more sexually experienced before she goes to college, Brandy Klark makes a list of things to accomplish before hitting campus in the fall.",https://m.media-amazon.com/images/M/MV5BMTcwMTIzNDk1M15BMl5BanBnXkFtZTcwNjUxMjQ2OQ@@._V1_.jpg,2013
105121,Inescapable,Action|Drama|War,"Years after he left Damascus under suspicious circumstances, Adib Abdel Kareem must confront what he left behind when his daughter goes missing.",https://m.media-amazon.com/images/M/MV5BMTczMjIzOTA1NF5BMl5BanBnXkFtZTcwMDEwMDcwOQ@@._V1_.jpg,2012
105197,Nebraska,Adventure|Drama,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.",https://m.media-amazon.com/images/M/MV5BYWY3ZDcwNjctMTRmMS00ZWVlLTk4NGItODgxYjU3MjcwNGUxXkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_.jpg,2013
105211,Enough Said,Comedy|Drama|Romance,A divorced woman who decides to pursue the man she's interested in learns he's her new friend's ex-husband.,https://m.media-amazon.com/images/M/MV5BMjI2MjIwMDk2Ml5BMl5BanBnXkFtZTcwNTQ1MzQ5OQ@@._V1_.jpg,2013
105213,Don Jon,Comedy|Drama|Romance,"A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love.",https://m.media-amazon.com/images/M/MV5BN2ZhY2IzMWQtMGU4MC00ODg2LThkNWMtNWMzYmM2OTc5ZDMyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,2013
105246,Mood Indigo (L'écume des jours),Drama|Fantasy,"Wealthy, inventive bachelor Colin endeavors to find a cure for his lover Chloe after she's diagnosed with an unusual illness caused by a flower growing in her lungs.",https://m.media-amazon.com/images/M/MV5BYTBiNWY1MTMtYjYzNi00YWEwLWE0ZWUtOGRhMDJjMDlkYTVkXkEyXkFqcGdeQXVyMzg3MjUzNTc@._V1_.jpg,2013
105250,"Century of the Self, The",Documentary,A documentary about the rise of psychoanalysis as a powerful means of persuasion for both governments and corporations.,https://m.media-amazon.com/images/M/MV5BYjllMDM4OTAtNWE3Ni00MjVjLTkwY2EtYjFjNmI0YTY4OTFhXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,2002
105254,Crystal Fairy & the Magical Cactus and 2012,Adventure|Comedy,"As Jamie travels in Chile, he invites an eccentric woman to join his group's quest to score a fabled hallucinogen, a move that finds him at odds with his new companion, until they drink the ... Read all",https://m.media-amazon.com/images/M/MV5BMTk3Mjk5NjUxNF5BMl5BanBnXkFtZTcwMTk3OTA4OQ@@._V1_.jpg,2013
105325,Bad Milo (Bad Milo!),Comedy|Horror,A man learns that his unusual stomach pains are being caused by a demon living in his intestines.,https://m.media-amazon.com/images/M/MV5BMTQzNTA5MTEwN15BMl5BanBnXkFtZTcwMDk1ODU5OQ@@._V1_.jpg,2013
105351,Runner Runner,Crime|Drama|Thriller,"When a poor college student who cracks an online poker game goes bust, he arranges a face-to-face with the man he thinks cheated him, a sly offshore entrepreneur.",https://m.media-amazon.com/images/M/MV5BMTU5OTA0MjI4Ml5BMl5BanBnXkFtZTgwMTgxOTQwMDE@._V1_.jpg,2013
105355,Blue Is the Warmest Color (La vie d'Adèle),Drama|Romance,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle g... Read all",https://m.media-amazon.com/images/M/MV5BMTQ5NTg5ODk4OV5BMl5BanBnXkFtZTgwODc4MTMzMDE@._V1_.jpg,2013
105468,Cloudy with a Chance of Meatballs 2,Animation|Children|Comedy|Fantasy,"Flint Lockwood now works at The Live Corp Company for his idol Chester V. But he's forced to leave his post when he learns that his most infamous machine is still operational, and is churnin... Read all",https://m.media-amazon.com/images/M/MV5BMTYzNDM0MDI1NF5BMl5BanBnXkFtZTcwNzQ5NzYxOQ@@._V1_.jpg,2013
105504,Captain Phillips,Adventure|Drama|Thriller|IMAX,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",https://m.media-amazon.com/images/M/MV5BODhiZWRhMjctNDUyMS00NmUwLTgwYmItMjJhOWNkZWQ3ZTQxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,2013
105540,"All Dogs Christmas Carol, An",Animation|Children|Comedy|Musical,Three canines itch and scratch their way through everything and anything in an effort to save Christmas from an evil spirit (Carface) who wants to use dogs from all over the world to ruin Ch... Read all,https://m.media-amazon.com/images/M/MV5BZDJmNGYyZTItYzQzOS00MjBjLTk5ZmQtZTNlMzFiZTY5YWViXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg,1998
105585,Machete Kills (Machete 2),Action|Crime|Thriller,The U.S. government recruits Machete to battle his way through Mexico in order to take down an arms dealer who looks to launch a weapon into space.,https://m.media-amazon.com/images/M/MV5BMjA2MzUxMTM3M15BMl5BanBnXkFtZTgwMzA2NzkxMDE@._V1_.jpg,2013
105593,Filth,Comedy|Crime|Drama,"A corrupt, junkie cop with bipolar disorder attempts to manipulate his way through a promotion in order to win back his wife and daughter while also fighting his own inner demons.",https://m.media-amazon.com/images/M/MV5BMjE2NTgyMzM0NV5BMl5BanBnXkFtZTgwNzkwNDE1MzE@._V1_.jpg,2013
105653,Escape Plan,Action|Mystery|Thriller,"When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside.",https://m.media-amazon.com/images/M/MV5BMTk3OTcxMTEyNl5BMl5BanBnXkFtZTcwMDQ4MjQ2OQ@@._V1_.jpg,2013
105720,"Thief of Paris, The (Le voleur)",Comedy|Crime|Drama,"In Paris around 1900, Georges Randal is brought up by his wealthy uncle, who steals his inheritance. Georges hopes to marry his cousin Charlotte, but his uncle arranges for her to marry a ri... Read all",https://m.media-amazon.com/images/M/MV5BMzE4ZDM2MmEtNzJjNy00NDhkLTgxMGMtMDg4MjdjMjE0MDkwXkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_.jpg,1967
105731,Carrie,Drama|Horror,"A shy girl, outcast by her peers and sheltered by her religious mother, unleashes telekinetic terror on her small town after being pushed too far at her senior prom.",https://m.media-amazon.com/images/M/MV5BODg2MDU2MjYxNl5BMl5BanBnXkFtZTcwMDQ5MzU0OQ@@._V1_.jpg,2013
105746,UnHung Hero,Documentary,"UnHung Hero charts a humiliated man's fact-finding journey as he consults porn stars, doctors and anthropologists to learn whether the size of one's manhood matters.",https://m.media-amazon.com/images/M/MV5BMTQ3Nzc3MTE3MV5BMl5BanBnXkFtZTgwNTQ2MDgyMDE@._V1_.jpg,2013
105755,"Counselor, The",Crime|Drama|Thriller,A lawyer finds himself in over his head when he gets involved in drug trafficking.,https://m.media-amazon.com/images/M/MV5BMTc3ODk0MTY0N15BMl5BanBnXkFtZTgwOTU2MTEzMDE@._V1_.jpg,2013
105801,Escape From Tomorrow,Drama|Fantasy|Horror,"In a world of fake castles and anthropomorphic rodents, an epic battle begins when an unemployed father's sanity is challenged by a chance encounter with two underage girls on holiday.",https://m.media-amazon.com/images/M/MV5BNTIxNjcxOTgxM15BMl5BanBnXkFtZTgwMjYzODEzMDE@._V1_.jpg,2013
105835,"Double, The",Comedy|Drama|Thriller,"The unenviable life of a government-agency clerk takes a horrific turn with the arrival of a new co-worker who is both his exact physical double and his opposite otherwise--he's a confident,... Read all",https://m.media-amazon.com/images/M/MV5BMTExMzY5MjAwODZeQTJeQWpwZ15BbWU4MDg0NTcxNDAx._V1_.jpg,2013
105844,12 Years a Slave,Drama,"In the antebellum United States, Solomon Northup, a free Black man from upstate New York, is abducted and sold into slavery.",https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_.jpg,2013
105954,All Is Lost,Action|Adventure|Drama,"After a collision with a shipping container at sea, a resourceful sailor finds himself, despite all efforts to the contrary, staring his mortality in the face.",https://m.media-amazon.com/images/M/MV5BMjI0MzIyMjU1N15BMl5BanBnXkFtZTgwOTk1MjQxMDE@._V1_.jpg,2013
106002,Ender's Game,Action|Adventure|Sci-Fi|IMAX,"Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, an insectoid alien race who had previously tried to invade Earth and had inflicted heavy ... Read all",https://m.media-amazon.com/images/M/MV5BMjAzMzI5OTgzMl5BMl5BanBnXkFtZTgwMTU5MTAwMDE@._V1_.jpg,2013
106062,Jackass Presents: Bad Grandpa,Comedy,"86-year-old Irving Zisman takes a trip from Nebraska to North Carolina to take his 8 year-old grandson, Billy, back to his real father.",https://m.media-amazon.com/images/M/MV5BMTg4NjIwMTI5OV5BMl5BanBnXkFtZTgwNjU1MTMyMDE@._V1_.jpg,2013
106072,Thor: The Dark World,Action|Adventure|Fantasy|IMAX,"When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster.",https://m.media-amazon.com/images/M/MV5BMTQyNzAwOTUxOF5BMl5BanBnXkFtZTcwMTE0OTc5OQ@@._V1_.jpg,2013
106100,Dallas Buyers Club,Drama,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",https://m.media-amazon.com/images/M/MV5BMTYwMTA4MzgyNF5BMl5BanBnXkFtZTgwMjEyMjE0MDE@._V1_.jpg,2013
106144,"Selfish Giant, The",Drama,Two thirteen year-old working-class friends in Bradford seek fortune by getting involved with a local scrap dealer and criminal.,https://m.media-amazon.com/images/M/MV5BODQyMzUxODEwMF5BMl5BanBnXkFtZTgwOTc5NzE2MDE@._V1_.jpg,2013
106330,Last Vegas,Comedy|Drama|Romance,"Billy, Paddy, Archie and Sam have been best friends since childhood. When Billy proposes to his much-younger girlfriend, they go to Vegas to relive their glory days. However, the decades hav... Read all",https://m.media-amazon.com/images/M/MV5BMTQ2ODg2MTIyNF5BMl5BanBnXkFtZTgwMzU2NjgwMDE@._V1_.jpg,2013
106438,Philomena,Comedy|Drama,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",https://m.media-amazon.com/images/M/MV5BMjA5ODgyNzcxMV5BMl5BanBnXkFtZTgwMzkzOTYzMDE@._V1_.jpg,2013
106441,"Book Thief, The",Children|Drama|War,"While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. In the basement of her home, a Jewish refugee is being prote... Read all",https://m.media-amazon.com/images/M/MV5BOTE3NzkyMjAyNF5BMl5BanBnXkFtZTgwMDc5MTE0MDE@._V1_.jpg,2013
106487,The Hunger Games: Catching Fire,Action|Adventure|Sci-Fi|IMAX,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,https://m.media-amazon.com/images/M/MV5BMTAyMjQ3OTAxMzNeQTJeQWpwZ15BbWU4MDU0NzA1MzAx._V1_.jpg,2013
106489,"Hobbit: The Desolation of Smaug, The",Adventure|Fantasy|IMAX,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical rin... Read all",https://m.media-amazon.com/images/M/MV5BMzU0NDY0NDEzNV5BMl5BanBnXkFtZTgwOTIxNDU1MDE@._V1_.jpg,2013
106491,47 Ronin,Action|Adventure|Fantasy,A band of samurai sets out to avenge the death and dishonor of their master at the hands of a ruthless shogun.,https://m.media-amazon.com/images/M/MV5BMTc0MjE2NzE0OV5BMl5BanBnXkFtZTgwNTU5MjE1MDE@._V1_.jpg,2013
106540,Delivery Man,Comedy,An affable underachiever finds out he's fathered 533 children through anonymous donations to a fertility clinic 20 years ago. Now he must decide whether or not to come forward when 142 of th... Read all,https://m.media-amazon.com/images/M/MV5BMjIxNjc2MzMzMl5BMl5BanBnXkFtZTgwMjA5NjM0MDE@._V1_.jpg,2013
106542,Charlie Countryman,Action|Comedy|Romance,"While travelling abroad, a guy falls for a Romanian beauty whose unreachable heart has its origins in her violent, charismatic ex.",https://m.media-amazon.com/images/M/MV5BMjA3MTcyNjk3NF5BMl5BanBnXkFtZTgwNjkzNzUzMDE@._V1_.jpg,2013
106594,Red Flag,Comedy|Drama|Romance,"In this hilarious road trip comedy, a newly single filmmaker (Alex Karpovsky, ""Girls"") hits the road with an old friend to promote one of his films, but romantic chaos ensues when an adoring... Read all",https://m.media-amazon.com/images/M/MV5BMjA1NTYxOTQ3M15BMl5BanBnXkFtZTcwNTgyODMxOQ@@._V1_.jpg,2012
106642,"Day of the Doctor, The",Adventure|Drama|Sci-Fi,"In 2013, something terrible is awakening in London's National Gallery; in 1562, a murderous plot is afoot in Elizabethan England; and somewhere in space an ancient battle reaches its devasta... Read all",https://m.media-amazon.com/images/M/MV5BMjAyMTkzMDA5OV5BMl5BanBnXkFtZTgwMjUzNDMyMDE@._V1_.jpg,2013
106648,Guilty of Romance (Koi no tsumi) ,Crime|Drama|Horror,"A grisly murder occurs in Maruyama-cho, Shibuya, Tokyo - a love hotel district - a woman was found dead in a derelict apartment. Kazuko (Miki Mizuno) is a police officer called to investigat... Read all",https://m.media-amazon.com/images/M/MV5BMjQ1ZTE1NGEtNzVlOS00ODY5LThlYzItZDYxZDY5NzgxOWZlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg,2011
106696,Frozen,Adventure|Animation|Comedy|Fantasy|Musical|Romance,"Fearless optimist Anna teams up with rugged mountain man Kristoff and his loyal reindeer Sven in an epic journey to find Anna's sister Elsa, whose icy powers have trapped the kingdom of Aren... Read all",https://m.media-amazon.com/images/M/MV5BMTQ1MjQwMTE5OF5BMl5BanBnXkFtZTgwNjk3MTcyMDE@._V1_.jpg,2013
106766,Inside Llewyn Davis,Drama,A week in the life of a young singer as he navigates the Greenwich Village folk scene of 1961.,https://m.media-amazon.com/images/M/MV5BMjAxNjcyNDQxM15BMl5BanBnXkFtZTgwNzU2NDA0MDE@._V1_.jpg,2013
106782,"Wolf of Wall Street, The",Comedy|Crime|Drama,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_.jpg,2013
106785,Homefront,Action|Crime|Thriller,"A former DEA agent moves his family to a quiet town, where he soon tangles with a local meth druglord.",https://m.media-amazon.com/images/M/MV5BMTUwOTAzNzAwMl5BMl5BanBnXkFtZTgwOTc1NDIyMDE@._V1_.jpg,2013
106839,Mandela: Long Walk to Freedom,Drama,A chronicle of Nelson Mandela's life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of South Africa.,https://m.media-amazon.com/images/M/MV5BMTg1NTQ1NDczNV5BMl5BanBnXkFtZTcwNDQyMDU1OQ@@._V1_.jpg,2013
106873,Evangelion: 3.0 You Can (Not) Redo,Action|Animation|Drama,"Fourteen years have passed since the near Third Impact. Most of the world has changed, except for Shinji Ikari, who awakens in a strange new environment without having aged.",https://m.media-amazon.com/images/M/MV5BYjI5Zjg0MDItODc5Yi00NzM4LWFmYzctOTg4ZDZiYmZkYjdiXkEyXkFqcGdeQXVyNTkwNzYyODM@._V1_.jpg,2012
106883,All is Bright,Comedy|Drama,"While out on parole, Dennis reluctantly takes a job selling Christmas trees with his old buddy Rene in order to make enough money to buy his estranged daughter the piano she's always wanted.",https://m.media-amazon.com/images/M/MV5BMjE2ODg4MDUzOF5BMl5BanBnXkFtZTgwMzk5MjkxMDE@._V1_.jpg,2013
106889,Tim's Vermeer,Documentary,Inventor Tim Jenison seeks to understand the painting techniques used by Dutch Master Johannes Vermeer.,https://m.media-amazon.com/images/M/MV5BMTc1MjgxNDU5OV5BMl5BanBnXkFtZTgwMTcwMzQ4MDE@._V1_.jpg,2013
106916,American Hustle,Crime|Drama,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers an... Read all",https://m.media-amazon.com/images/M/MV5BMmM4YzJjZGMtNjQxMy00NjdlLWJjYTItZWZkYzdhOTdhNzFiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,2013
106918,"Secret Life of Walter Mitty, The",Adventure|Comedy|Drama,"When both he and a colleague are about to lose their job, Walter takes action by embarking on an adventure more extraordinary than anything he ever imagined.",https://m.media-amazon.com/images/M/MV5BODYwNDYxNDk1Nl5BMl5BanBnXkFtZTgwOTAwMTk2MDE@._V1_.jpg,2013
106920,Her,Drama|Romance|Sci-Fi,"In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",https://m.media-amazon.com/images/M/MV5BMjA1Nzk0OTM2OF5BMl5BanBnXkFtZTgwNjU2NjEwMDE@._V1_.jpg,2013
106927,RoboGeisha (Robo-geisha),Action|Comedy|Sci-Fi,"After receiving robotic implants, two sisters compete as assassins.",https://m.media-amazon.com/images/M/MV5BOTE5ODFlYTctNTliNC00NWJmLWEwMzAtYjBiOTg1ZjdhODY4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTk5MjI2NzQ@._V1_.jpg,2009
107013,"Christmas Carol, A",Drama|Fantasy,"Miser Ebenezer Scrooge hates Christmas, but then gets a visit from his companion Jacob Marley, who has been dead for seven years. He urges Scrooge to change his life.",https://m.media-amazon.com/images/M/MV5BM2FiYzU1NzUtNGI0NC00ZDM0LTk3MGQtYTQ0NzJjZmQ4MTE2XkEyXkFqcGdeQXVyMTQ1MTgwOA@@._V1_.jpg,1977
107069,Lone Survivor,Action|Drama|Thriller|War,"Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of t... Read all",https://m.media-amazon.com/images/M/MV5BMjA0NTgwOTk5Ml5BMl5BanBnXkFtZTcwMjE3NDc5OQ@@._V1_.jpg,2013
107141,Saving Mr. Banks,Comedy|Drama,"Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.",https://m.media-amazon.com/images/M/MV5BMTc0MTQ3NzE4Nl5BMl5BanBnXkFtZTcwMzA4NDM5OQ@@._V1_.jpg,2013
107159,Zatoichi and the Chest of Gold (Zatôichi senryô-kubi) (Zatôichi 6),Action|Drama,Zatoichi is mistaken for a thief. To clear his name he must find and defeat the real villain.,https://m.media-amazon.com/images/M/MV5BMjAyMDI2MzkxOF5BMl5BanBnXkFtZTgwODkxODIyMTE@._V1_.jpg,1964
107314,Oldboy,Action|Drama|Mystery,"Obsessed with vengeance, a man sets out to find out why he was kidnapped and locked into solitary confinement for twenty years without reason.",https://m.media-amazon.com/images/M/MV5BMTk5NTEwMzI5OV5BMl5BanBnXkFtZTgwMDQ4ODUwMDE@._V1_.jpg,2013
107338,Dampfnudelblues,Comedy|Crime,"'Die, you pig!'. The words are emblazoned on the wall of school principal Höpfl's home for all the villagers to see. Soon after, this very man is found lying dead as a doornail on the train ... Read all",https://m.media-amazon.com/images/M/MV5BMWM0MWJhZjItNTJlNS00OGE2LTkyOGMtZWI2ODA3MjJjOGIxXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_.jpg,2013
107348,Anchorman 2: The Legend Continues,Comedy,"With the 1970s behind him, Ron Burgundy, San Diego's former top-rated newsreader, returns to take New York City's first twenty-four-hour news channel by storm.",https://m.media-amazon.com/images/M/MV5BMjE5ODk0NjQzNV5BMl5BanBnXkFtZTgwODk4MDA1MDE@._V1_.jpg,2013
107406,Snowpiercer,Action|Drama|Sci-Fi,"In a future where a failed climate change experiment has killed all life except for the survivors who boarded the Snowpiercer (a train that travels around the globe), a new class system emer... Read all",https://m.media-amazon.com/images/M/MV5BMTQ3NzA1MTY3MV5BMl5BanBnXkFtZTgwNzE2Mzg5MTE@._V1_.jpg,2013
